OBJECTID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,CreationDa,Creator,EditDate,Editor,GlobalID,Shape_Leng,Shape_Area,ObservedPrcpChange,,,,
135,FONE,Lands - http://landsnet.nps.gov/tractsnet/documents/FONE/Metadata/fone_metadata.xml,Fort Necessity National Battlefield,20130924,PA,Northeast,1193713,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208012,Fort Necessity,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{5A565CE1-245E-48DC-9DD9-ECB624287505},,6290267.145,60,,,,
136,JOFL,Lands - http://landsnet.nps.gov/tractsnet/documents/JOFL/Metadata/jofl_metadata.xml,Johnstown Flood National Memorial,20120828,PA,Northeast,1200751,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188827,Johnstown Flood,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{74BD71A3-95BE-4B90-82BA-A93CE4BD2477},,1253202.756,60,,,,
137,APPA,Lands - http://landsnet.nps.gov/tractsnet/documents/APPA/Metadata/appa_metadata.xml,Appalachian National Scenic Trail,2.02E+13,CT,Northeast,2766084,National Scenic Trail,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259619,Appalachian,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{DF882E55-1821-4BD6-8A18-6D399C91B113},,2228012428,60,,,,
138,APCO,Lands - http://landsnet.nps.gov/tractsnet/documents/APCO/Metadata/apco_metadata.xml,Appomattox Court House National Historical Park,20101007,VA,Northeast,1462531,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166449,Appomattox Court House,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{6592D47B-81A2-42E8-87BC-1914C43ADB19},,11419907.2,37,,,,
139,ASIS,Unofficial Boundary of Assateague Island National Seashore.,Assateague Island National Seashore,20131218,MD,Northeast,589056,National Seashore,Park,Preliminary data. Contact the Land Resources Program for additional information.,Assateague Island,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{818CED1B-EEAC-4A93-A810-6FF9B4D87ED3},,279576044.7,60,,,,
140,BLUE,Unofficial Boundary of Bluestone National Scenic River.,Bluestone National Scenic River,20131218,WV,Northeast,1877617,National Wild & Scenic River,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Bluestone,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{AAA39778-D1B3-4304-B9EF-DE22488B8C60},,27851054.65,60,,,,
141,BOWA,Lands - http://landsnet.nps.gov/tractsnet/documents/BOWA/Metadata/bowa_metadata.xml,Booker T. Washington National Monument,20100607,VA,Northeast,1477005,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165302,Booker T Washington,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{B8EFF876-8A33-4715-9F46-5C7C22A1E2DD},,1555430.525,37,,,,
142,CEBE,Lands - http://landsnet.nps.gov/tractsnet/documents/CEBE/Metadata/cebe_metadata.xml,Cedar Creek and Belle Grove National Historical Park,20050407,VA,Northeast,1985663,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048148,Cedar Creek & Belle Grove,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{062C16FD-1372-4B69-9C9B-BB581B8FA9FE},,23282831.56,37,,,,
143,COLO,Lands - http://landsnet.nps.gov/tractsnet/documents/COLO/Metadata/colo_metadata.xml,Colonial National Historical Park,20190630,VA,Northeast,1478412,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2264898,Colonial,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{6AC8B9CD-F762-44F5-8376-470D1AFA819F},,54414975.34,37,,,,
144,DEWA,Unofficial Boundary of Delaware Water Gap National Recreation Area.,Delaware Water Gap National Recreation Area,20180525,NJ,Northeast,1193711,National Recreation Area,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Delaware Water Gap,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{EA8C216A-1D3C-4645-918E-352C8473CDE1},,492233830.7,60,,,,
145,EDAL,Lands - http://landsnet.nps.gov/tractsnet/documents/EDAL/Metadata/edal_metadata.xml,Edgar Allan Poe National Historic Site,20090317,PA,Northeast,1888911,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048151,Edgar Allan Poe,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{0677E4F8-5B19-403A-80CA-DBAC921A9524},,3603.232855,60,,,,
146,DELA,Unofficial Boundary of Middle Delaware National Scenic River.,Middle Delaware National Scenic River,20181017,NJ,Northeast,need,National Wild & Scenic River,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Delaware,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{0BD3F9BB-4A24-40A1-A701-57F13EEAA562},,19974061.15,60,,,,
147,FOMC,Lands - http://landsnet.nps.gov/tractsnet/documents/FOMC/Metadata/fomc_metadata.xml,Fort McHenry National Monument and Historic Shrine,20120113,MD,Northeast,595218,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210703,Fort McHenry,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{3A57DAE8-F7E7-43CD-A222-A7B451EF4E0C},,315838.4626,60,,,,
148,GARI,Unofficial Boundary of Gauley River National Recreation Area.,Gauley River National Recreation Area,2.02E+13,WV,Northeast,1741168,National Recreation Area,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Gauley River,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{89CD9373-1CD6-4F7E-BAF6-E9989A27CC90},,72806850.29,60,,,,
149,HAMP,Lands - http://landsnet.nps.gov/tractsnet/documents/HAMP/Metadata/hamp_metadata.xml,Hampton National Historic Site,20160126,MD,Northeast,584846,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182232,Hampton,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{834E5359-0EFE-4E7A-8261-D01AF0B1D70A},,421003.3488,60,,,,
150,FRHI,Lands - http://landsnet.nps.gov/tractsnet/documents/FRHI/Metadata/frhi_metadata.xml,Friendship Hill National Historic Site,20110414,PA,Northeast,1888922,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171831,Friendship Hill,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{CBBF2B79-B3C0-42A9-A502-7D4F93AD5846},,4631731.295,60,,,,
151,FRSP,Lands - http://landsnet.nps.gov/tractsnet/documents/FRSP/Metadata/frsp_metadata.xml,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,20160930,VA,Northeast,1488838,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235461,Fredericksburg & Spotsylvania,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{20B674E8-1315-46B2-991A-71632458466B},,60945548.86,37,,,,
152,GEWA,Lands - http://landsnet.nps.gov/tractsnet/documents/GEWA/Metadata/gewa_metadata.xml,George Washington Birthplace National Monument,20160328,VA,Northeast,1467038,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229064,George Washington Birthplace,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{40ED62E4-B44D-43BB-801A-55B111C1ECD2},,4316894.162,37,,,,
153,GETT,Lands - http://landsnet.nps.gov/tractsnet/documents/GETT/Metadata/gett_metadata.xml,Gettysburg National Military Park,20210111,PA,Northeast,1175577,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2220221,Gettysburg,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{FC494A12-5A12-4260-B5B6-7504490426F9},,41670785.42,60,,,,
154,EISE,Lands - http://landsnet.nps.gov/tractsnet/documents/EISE/Metadata/eise_metadata.xml,Eisenhower National Historic Site,20130708,PA,Northeast,1888912,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196717,Eisenhower,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{3651A5FB-FEC3-406C-84B1-6FF73491F313},,4756910.21,60,,,,
155,HOFU,Lands - http://landsnet.nps.gov/tractsnet/documents/HOFU/Metadata/hofu_metadata.xml,Hopewell Furnace National Historic Site,20110817,PA,Northeast,1193717,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180623,Hopewell Furnace,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{57B73E3A-E603-450B-9E13-2725377A2076},,5895031.219,60,,,,
156,INDE,Lands - http://landsnet.nps.gov/tractsnet/documents/INDE/Metadata/inde_metadata.xml,Independence National Historical Park,20171109,PA,Northeast,1177725,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249521,Independence,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{463CA4D5-D063-4547-A30D-F87898667E42},,298507.4303,60,,,,
157,THKO,Lands - http://landsnet.nps.gov/tractsnet/documents/THKO/Metadata/thko_metadata.xml,Thaddeus Kosciuszko National Memorial,20100707,PA,Northeast,1888966,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165600,Thaddeus Kosciuszko,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{6589B6A3-8901-481F-96D9-FAA0E7135F23},,192.9843664,60,,,,
158,PETE,Lands - http://landsnet.nps.gov/tractsnet/documents/PETE/Metadata/pete_metadata.xml,Petersburg National Battlefield,20110202,VA,Northeast,1498529,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169676,Petersburg,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{B4CE95CD-F8CC-49C5-8FD2-15D6FD425AD8},,17776168.9,37,,,,
159,NERI,Unofficial Boundary of New River Gorge National Park and Preserve.,New River Gorge National Park and Preserve,20131218,WV,Northeast,1877618,National Preserve,Lands,Preliminary data. Contact the Land Resources Program for additional information.,New River Gorge,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{FB3A9DED-DA6E-4ECC-A98B-0CA08F2EC750},,466875555.1,60,,,,
160,MAWA,Lands - http://landsnet.nps.gov/tractsnet/documents/MAWA/Metadata/mawa_metadata.xml,Maggie L. Walker National Historic Site,20111130,VA,Northeast,1780716,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182230,Maggie L. Walker,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{6E1C632B-A54D-46AB-9BD8-EAC740967166},,8394.594632,37,,,,
161,RICH,Lands - http://landsnet.nps.gov/tractsnet/documents/RICH/Metadata/rich_metadata.xml,Richmond National Battlefield Park,20210323,VA,Northeast,1473199,National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223252,Richmond,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{CF873A43-E34A-4EC8-A99F-9102ECCFA8AE},,52827864.86,37,,,,
162,SHEN,Unofficial Boundary of Shenandoah National Park.,Shenandoah National Park,20131218,VA,Northeast,1488805,National Park,Park,Preliminary data. Contact the Land Resources Program for additional information.,Shenandoah,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{6B582534-3C79-4FB0-8B81-949AB2D3DFF5},,1309300933,37,,,,
163,THST,Lands - http://landsnet.nps.gov/tractsnet/documents/THST/Metadata/thst_metadata.xml,Thomas Stone National Historic Site,20090728,MD,Northeast,1888967,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048411,Thomas Stone,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{E33C1366-9AE9-418B-95E6-895E260243B9},,2172355.737,60,,,,
164,STEA,Unofficial Boundary of Steamtown National Historic Site.,Steamtown National Historic Site,20131218,PA,Northeast,1877509,National Historic Site,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Steamtown,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{3F9A2408-AF0A-46A4-8504-B544B64D9B0C},,436571.8105,60,,,,
165,UPDE,Lands - http://landsnet.nps.gov/tractsnet/documents/UPDE/Metadata/upde_metadata.xml,Upper Delaware Scenic and Recreational River,20151222,NY,Northeast,1888970,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225706,Upper Delaware,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{39CC27FC-6252-488C-8B41-73CB5BA6280A},,414752036.5,60,,,,
166,VAFO,Lands - http://landsnet.nps.gov/tractsnet/documents/VAFO/Metadata/vafo_metadata.xml,Valley Forge National Historical Park,20180514,PA,Northeast,1211947,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048195,Valley Forge,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{9DE6002A-205C-407A-8F57-51F9A44E0A68},,23893035.36,60,,,,
167,BICY,Lands - http://landsnet.nps.gov/tractsnet/documents/BICY/Metadata/bicy_metadata.xml,Big Cypress National Preserve,20190926,FL,Southeast,302659,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2266795,Big Cypress,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{59DE3F32-159C-4C9D-8BC1-BA9F91215BAC},,3659385199,37,,,,
168,TUIN,Lands - http://landsnet.nps.gov/tractsnet/documents/TUIN/Metadata/tuin_metadata.xml,Tuskegee Institute National Historic Site,20160114,AL,Southeast,158362,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229067,Tuskegee Institute,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{C02D2CB3-7911-48E6-84E4-576C9281F4BF},,352543.7621,37,,,,
169,CANA,Lands - http://landsnet.nps.gov/tractsnet/documents/CANA/Metadata/cana_metadata.xml,Canaveral National Seashore,20080730,FL,Southeast,307730,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048145,Canaveral,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{71296E2F-D414-4157-9B63-29D38E0C5C9B},,309112930.2,37,,,,
170,CHAT,Lands - http://landsnet.nps.gov/tractsnet/documents/CHAT/Metadata/chat_metadata.xml,Chattahoochee River National Recreation Area,20210309,GA,Southeast,1688073,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2275647,Chattahoochee River,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{052DA4DB-B9E9-4894-A44E-B12FAA7C273A},,70122898.95,37,,,,
171,ANDE,Lands - http://landsnet.nps.gov/tractsnet/documents/ANDE/Metadata/ande_metadata.xml,Andersonville National Historic Site,20140819,GA,Southeast,310534,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2215967,Andersonville,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{6B37C214-5D43-4B48-8559-B1FD6059B80C},,2953276.752,37,,,,
172,BISO,Unofficial Boundary of Big South Fork National River and Recreation Area.,Big South Fork National River and Recreation Area,20131218,KY,Southeast,1309762,National River,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Big South Fork,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{2B5CC2E5-B94C-4B91-A4F9-C5277FA217BB},,769133448.1,37,,,,
173,BLRI,Lands - http://landsnet.nps.gov/tractsnet/documents/BLRI/Metadata/blri_metadata.xml,Blue Ridge Parkway,20220614,NC,Southeast,1009494,Parkway,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2285011,Blue Ridge Parkway,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{E09F2A0D-6DF0-49DA-BD4A-24B8585D569A},,642259442.8,37,,,,
174,CARL,Lands - http://landsnet.nps.gov/tractsnet/documents/CARL/Metadata/carl_metadata.xml,Carl Sandburg Home National Historic Site,20200930,NC,Southeast,1006677,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047923,Carl Sandburg Home,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{9DF15ED6-C09C-4391-BD74-C08B0FB9336C},,1640145.726,37,,,,
175,GUCO,Lands - http://landsnet.nps.gov/tractsnet/documents/GUCO/Metadata/guco_metadata.xml,Guilford Courthouse National Military Park,20200923,NC,Southeast,986193,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223245,Guilford Courthouse,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{335D824A-3CD5-41E1-B138-BD418C0F3634},,1410140.444,37,,,,
176,FORA,Lands - http://landsnet.nps.gov/tractsnet/documents/FORA/Metadata/fora_metadata.xml,Fort Raleigh National Historic Site,20200917,NC,Southeast,985324,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278882,Fort Raleigh,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{7859EAF3-B994-4277-B724-A3547BF72B1E},,3066605.189,37,,,,
177,WRBR,Lands - http://landsnet.nps.gov/tractsnet/documents/WRBR/Metadata/wrbr_metadata.xml,Wright Brothers National Memorial,20110523,NC,Southeast,1027483,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174269,Wright Brothers,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{291581DB-6282-4ED9-9DFB-FB1AC46E0E6F},,2657056.427,37,,,,
178,CAHA,Unofficial Boundary of Cape Hatteras National Seashore.,Cape Hatteras National Seashore,20131218,NC,Southeast,982628,National Seashore,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Cape Hatteras,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{72DD4041-475D-46C2-BCAB-33C56E8BE48B},,190369152.6,37,,,,
179,CALO,Unofficial Boundary of Cape Lookout National Seashore.,Cape Lookout National Seashore,20131218,NC,Southeast,1000889,National Seashore,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Cape Lookout,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{98509865-4E70-4433-A719-B6725638A789},,171056451.5,37,,,,
180,CHCH,Unofficial Boundary of Chickamauga and Chattanooga National Military Park.,Chickamauga and Chattanooga National Military Park,20131218,GA,Southeast,330990,National Military Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Chickamauga and Chattanooga,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{4551E2F3-41AB-46A2-8A49-D7299C4D1C5F},,59444192.66,37,,,,
181,CUGA,Lands - http://landsnet.nps.gov/tractsnet/documents/CUGA/Metadata/cuga_metadata.xml,Cumberland Gap National Historical Park,20200915,KY,Southeast,490476,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048072,Cumberland Gap,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{1F135AE8-75E3-4416-BA8E-FCCD0E18A78A},,153181998.7,37,,,,
182,CONG,Lands - http://landsnet.nps.gov/tractsnet/documents/CONG/Metadata/cong_metadata.xml,Congaree National Park,20220607,SC,Southeast,2035095,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229070,Congaree,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{792DF45E-D863-45E6-ACDE-FEC1E37D34B2},,157073614.9,37,,,,
183,BISC,Lands - http://landsnet.nps.gov/tractsnet/documents/BISC/Metadata/bisc_metadata.xml,Biscayne National Park,20101202,FL,Southeast,294450,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167747,Biscayne,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{636A7982-DFCE-4E20-B27D-6F0858BD52F2},,867063857.3,37,,,,
184,CASA,Lands - http://landsnet.nps.gov/tractsnet/documents/CASA/Metadata/casa_metadata.xml,Castillo de San Marcos National Monument,20050228,FL,Southeast,307911,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047924,Castillo de San Marcos,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{D4667417-142E-4D5D-B4FE-76CE2C623B6D},,108299.6694,37,,,,
185,FOMA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOMA/Metadata/foma_metadata.xml,Fort Matanzas National Monument,20091026,FL,Southeast,307963,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049233,Fort Matanzas,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{27F9EF99-28D3-4F38-9F91-965BDB4FB7D2},,1474420.605,37,,,,
186,EVER,Lands - http://landsnet.nps.gov/tractsnet/documents/EVER/Metadata/ever_metadata.xml,Everglades National Park,20190624,FL,Southeast,293666,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2264901,Everglades,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{384D4767-3986-4B95-917A-E272164667C6},,7625863022,37,,,,
187,DRTO,Lands - http://landsnet.nps.gov/tractsnet/documents/DRTO/Metadata/drto_metadata.xml,Dry Tortugas National Park,20071107,FL,Southeast,307632,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047947,Dry Tortugas,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{C04A1DE1-943D-4603-BC60-4D642982E5C9},,322682120.8,37,,,,
188,DESO,Lands - http://landsnet.nps.gov/tractsnet/documents/DESO/Metadata/deso_metadata.xml,De Soto National Memorial,20140807,FL,Southeast,294586,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2215972,De Soto,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{0DF5A52A-A405-4DE7-ABD8-1F31945E55F8},,156650.9183,37,,,,
189,FOCA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOCA/Metadata/foca_metadata.xml,Fort Caroline National Memorial,20160607,FL,Southeast,282677,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230260,Fort Caroline,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{82613366-126E-41A5-9627-390417AD4F1C},,764984.7608,37,,,,
190,GUIS,Lands - http://landsnet.nps.gov/tractsnet/documents/GUIS/Metadata/guis_metadata.xml,Gulf Islands National Seashore,20101005,FL,Southeast,689020,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166436,Gulf Islands,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{5BC6CC0B-2CBE-47C6-B2F6-1ADA75016C43},,710305580.7,37,,,,
191,SAJU,Unofficial Boundary of San Juan National Historic Site.,San Juan National Historic Site,20131218,PR,Southeast,1879024,National Historic Site,Lands,Preliminary data. Contact the Land Resources Program for additional information.,San Juan,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{DD8226CB-F0D0-4CB9-B8F6-67FD7F7CA64E},,344663.9273,-24,,,,
192,TIMU,Unofficial Boundary of Timucuan Ecological and Historic Preserve.,Timucuan Ecological and Historic Preserve,20131218,FL,Southeast,2733416,National Preserve,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Timucuan,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{4B0621BD-9C03-4F55-A264-F4BBDC2A15FD},,247930328.8,37,,,,
193,VIIS,Lands - http://landsnet.nps.gov/tractsnet/documents/VIIS/Metadata/viis_metadata.xml,Virgin Islands National Park,20191024,VI,Southeast,1614406,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259623,Virgin Islands,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{1C2A2E7D-58C0-4AF7-8EC2-E2C151018B1B},,67815446.82,-24,,,,
194,VICR,Lands - http://landsnet.nps.gov/tractsnet/documents/VICR/Metadata/vicr_metadata.xml,Virgin Islands Coral Reef National Monument,20130404,VI,Southeast,2733450,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194489,Virgin Islands Coral Reef,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{51493AF4-C10F-4616-A163-E20738FC4A79},,62764769.91,-24,,,,
195,BUIS,Lands - http://landsnet.nps.gov/tractsnet/documents/BUIS/Metadata/buis_metadata.xml,Buck Island Reef National Monument,20060320,VI,Southeast,1613756,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047917,Buck Island Reef,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{48C56088-A4D5-4AA8-82C2-ED001B9B9DDA},,85236901.33,-24,,,,
196,CHRI,Lands - http://landsnet.nps.gov/tractsnet/documents/CHRI/Metadata/chri_metadata.xml,Christiansted National Historic Site,20140619,VI,Southeast,1993781,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218479,Christiansted,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{0896C9C6-5BD7-40B4-9CD5-5AEDFEF09973},,116677.5394,-24,,,,
197,SARI,Lands - http://landsnet.nps.gov/tractsnet/documents/SARI/Metadata/sari_metadata.xml,Salt River Bay National Historical Park and Ecological Preserve,20090305,VI,Southeast,1993989,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048043,Salt River Bay,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{DDC0BE85-B854-4B4D-B643-E0231EC7781E},,4603167.844,-24,,,,
198,FODO,Lands - http://landsnet.nps.gov/tractsnet/documents/FODO/Metadata/fodo_metadata.xml,Fort Donelson National Battlefield,20150727,KY,Southeast,1284664,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224521,Fort Donelson,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{31E21D99-D1D9-41EF-BA07-1FEE445D6E13},,8163037.233,37,,,,
199,FOFR,Lands - http://landsnet.nps.gov/tractsnet/documents/FOFR/Metadata/fofr_metadata.xml,Fort Frederica National Monument,20071205,GA,Southeast,314290,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047961,Fort Frederica,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{57EE8570-4396-416D-A267-1BC467F3F773},,1567605.27,37,,,,
200,FOPU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOPU/Metadata/fopu_metadata.xml,Fort Pulaski National Monument,20101221,GA,Southeast,314296,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171830,Fort Pulaski,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{0CFAD314-E407-46B7-BA03-1C62D2908C5F},,30589695,37,,,,
201,FOSU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSU/Metadata/fosu_metadata.xml,Fort Sumter and Fort Moultrie National Historical Park,20210331,SC,Southeast,1222505,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047964,Fort Sumter and Fort Moultrie,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{5989A94D-77F9-411E-B5E1-31E35B063090},,1356885.588,37,,,,
202,ANJO,Lands - http://landsnet.nps.gov/tractsnet/documents/ANJO/Metadata/anjo_metadata.xml,Andrew Johnson National Historic Site,20070124,TN,Southeast,1304837,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047901,Andrew Johnson,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{EC6E77E3-8AC4-41FF-BFAF-4226813D81DF},,102557.4342,37,,,,
203,GRSM,Unofficial Boundary of Great Smoky Mountains National Park.,Great Smoky Mountains National Park,20131218,NC,Southeast,1018241,National Park,Park,Preliminary data. Contact the Land Resources Program for additional information.,Great Smoky Mountains,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{403095DC-AB52-4F4F-A932-5DAB7A2BF239},,3178103338,37,,,,
